Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Start Coord	End Coord	Scaffold ID	COG	Pfam	
3300032356 assembled Ga0308414_10124243	Ga0308414_10124243	methyl-accepting chemotaxis protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2152	4092	Ga0308414_1012424	COG5278===Extracellular (periplasmic) sensor domain CHASE3 (specificity unknown)	pfam12729===Four helix bundle sensory module for signal transduction	
3300032356 assembled Ga0308414_100017317	Ga0308414_100017317	methyl-accepting chemotaxis protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	21225	22385	Ga0308414_1000173	COG0840===Methyl-accepting chemotaxis protein	pfam00015===Methyl-accepting chemotaxis protein (MCP) signalling domain	
3300032356 assembled Ga0308414_100002050	Ga0308414_100002050	MFS family permease/MFS family permease	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	77277	78500	Ga0308414_1000020	COG0477===MFS family permease	pfam07690===Major Facilitator Superfamily	
3300032356 assembled Ga0308414_100012920	Ga0308414_100012920	misacylated tRNA(Ala) deacylase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	22953	23663	Ga0308414_1000129	COG2872===Ser-tRNA(Ala) deacylase AlaX (editing enzyme)	pfam07973===Threonyl and Alanyl tRNA synthetase second additional domain	
3300032356 assembled Ga0308414_100001672	Ga0308414_100001672	MraZ protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	88660	89103	Ga0308414_1000016	COG2001===MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	pfam02381===MraZ protein, putative antitoxin-like	
3300032356 assembled Ga0308414_100000545	Ga0308414_100000545	MraZ protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	50901	51329	Ga0308414_1000005	COG2001===MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	pfam02381===MraZ protein, putative antitoxin-like	
3300032356 assembled Ga0308414_100001559	Ga0308414_100001559	MraZ protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	67473	67922	Ga0308414_1000015	COG2001===MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	pfam02381===MraZ protein, putative antitoxin-like	
3300032356 assembled Ga0308414_10125832	Ga0308414_10125832	mRNA interferase MazF	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4316	4621	Ga0308414_1012583	COG2337===mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	pfam02452===PemK-like, MazF-like toxin of type II toxin-antitoxin system	
3300032356 assembled Ga0308414_100070620	Ga0308414_100070620	mRNA interferase MazF	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	19220	19591	Ga0308414_1000706	COG2337===mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	pfam02452===PemK-like, MazF-like toxin of type II toxin-antitoxin system	
3300032356 assembled Ga0308414_100370810	Ga0308414_100370810	mRNA interferase RelE/StbE	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4547	4807	Ga0308414_1003708	COG2026===mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system	pfam05016===ParE toxin of type II toxin-antitoxin system, parDE	
3300032356 assembled Ga0308414_10145566	Ga0308414_10145566	mRNA interferase YafQ	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1879	2151	Ga0308414_1014556	COG3041===mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module	pfam15738===Bacterial toxin of type II toxin-antitoxin system, YafQ 	
3300032356 assembled Ga0308414_100099116	Ga0308414_100099116	mRNA-degrading endonuclease RelE of RelBE toxin-antitoxin system	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	17019	17363	Ga0308414_1000991	COG2026===mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system		
3300032356 assembled Ga0308414_10006667	Ga0308414_10006667	mRNA-degrading endonuclease toxin of MazEF toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	8474	8941	Ga0308414_1000666	COG2337===mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	pfam02452===PemK-like, MazF-like toxin of type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10111501	Ga0308414_10111501	mRNA-degrading endonuclease YafQ of YafQ-DinJ toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1	300	Ga0308414_1011150	COG3041===mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module	pfam15738===Bacterial toxin of type II toxin-antitoxin system, YafQ 	
3300032356 assembled Ga0308414_10059717	Ga0308414_10059717	mRNA-degrading endonuclease YafQ of YafQ-DinJ toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	6585	6857	Ga0308414_1005971	COG3041===mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module		
3300032356 assembled Ga0308414_10058638	Ga0308414_10058638	mRNA-degrading endonuclease YafQ of YafQ-DinJ toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	6386	6667	Ga0308414_1005863	COG3041===mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module	pfam15738===Bacterial toxin of type II toxin-antitoxin system, YafQ 	
3300032356 assembled Ga0308414_100107710	Ga0308414_100107710	multidrug resistance efflux pump/Spy/CpxP family protein refolding chaperone	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	11669	13732	Ga0308414_1001077	COG3678===Periplasmic protein refolding chaperone Spy/CpxP family	pfam16576===Barrel-sandwich domain of CusB or HlyD membrane-fusion	
3300032356 assembled Ga0308414_10222291	Ga0308414_10222291	multiple sugar transport system permease protein/sn-glycerol 3-phosphate transport system permease protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1	1146	Ga0308414_1022229	COG1175===ABC-type sugar transport system, permease component	pfam00528===Binding-protein-dependent transport system inner membrane component	
3300032356 assembled Ga0308414_100022417	Ga0308414_100022417	multiple sugar transport system substrate-binding protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	27784	29079	Ga0308414_1000224	COG1653===ABC-type glycerol-3-phosphate transport system, periplasmic component	pfam13416===Bacterial extracellular solute-binding protein	
3300032356 assembled Ga0308414_10054783	Ga0308414_10054783	N utilization substance protein B	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	602	1030	Ga0308414_1005478	COG0781===Transcription termination factor NusB	pfam01029===NusB family	
3300032356 assembled Ga0308414_100001336	Ga0308414_100001336	nitrogenase molybdenum-iron protein alpha chain	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	39146	40561	Ga0308414_1000013	COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains	pfam00148===Nitrogenase component 1 type Oxidoreductase	
3300035990 assembled Ga0393409_048_23_502	null	NitT/TauT family transport system substrate-binding protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	23	502	Ga0393409_048	COG0715===ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	pfam13379===NMT1-like family	
3300032356 assembled Ga0308414_100015532	Ga0308414_100015532	non-specific protein-tyrosine kinase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	31739	33439	Ga0308414_1000155	COG3944===Capsular polysaccharide biosynthesis protein	pfam02706===Chain length determinant protein	
3300032356 assembled Ga0308414_10001867	Ga0308414_10001867	nucleolin	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	7287	7538	Ga0308414_1000186	COG0724=== RNA recognition motif (RRM) domain	pfam00076===RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	
3300032356 assembled Ga0308414_100003869	Ga0308414_100003869	nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	71346	72026	Ga0308414_1000038		pfam08843===Nucleotidyl transferase AbiEii toxin, Type IV TA system	
3300032356 assembled Ga0308414_100030317	Ga0308414_100030317	nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	17608	18531	Ga0308414_1000303		pfam08843===Nucleotidyl transferase AbiEii toxin, Type IV TA system	
3300032356 assembled Ga0308414_10018349	Ga0308414_10018349	nucleotidyltransferase DUF2204	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	9293	9787	Ga0308414_1001834		pfam09970===Nucleotidyl transferase of unknown function (DUF2204)	
3300032356 assembled Ga0308414_100022313	Ga0308414_100022313	O-acetylhomoserine (thiol)-lyase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	12452	13753	Ga0308414_1000223	COG2873===O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	pfam01053===Cys/Met metabolism PLP-dependent enzyme	
3300032356 assembled Ga0308414_100002066	Ga0308414_100002066	O-antigen ligase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	96637	98817	Ga0308414_1000020	COG3307===O-antigen ligase	pfam04932===O-Antigen ligase	
3300032356 assembled Ga0308414_100014532	Ga0308414_100014532	oligoribonuclease NrnB/cAMP/cGMP phosphodiesterase (DHH superfamily)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	33382	34266	Ga0308414_1000145	COG2404===Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily		
3300032356 assembled Ga0308414_100000795	Ga0308414_100000795	osmotically-inducible protein OsmY/osmotically-inducible protein OsmY	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	105461	106183	Ga0308414_1000007	COG2823===Osmotically-inducible protein OsmY, contains BON domain	pfam04972===BON domain	
3300032356 assembled Ga0308414_10021816	Ga0308414_10021816	outer membrane protein assembly factor BamD	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	2804	3508	Ga0308414_1002181	COG4105===Outer membrane protein assembly factor BamD, BamD/ComL family	pfam13525===Outer membrane lipoprotein	
3300032356 assembled Ga0308414_10006484	Ga0308414_10006484	outer membrane protein OmpA-like peptidoglycan-associated protein/outer membrane protein OmpA-like peptidoglycan-associated protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	3604	4611	Ga0308414_1000648	COG2885===Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	pfam00691===OmpA family	
3300032356 assembled Ga0308414_10042734	Ga0308414_10042734	oxygen-independent coproporphyrinogen-3 oxidase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4152	5558	Ga0308414_1004273	COG0635===Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	pfam04055===Radical SAM superfamily	
3300032356 assembled Ga0308414_10094962	Ga0308414_10094962	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	384	1253	Ga0308414_1009496	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_100003445	Ga0308414_100003445	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	62505	63362	Ga0308414_1000034	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_10000609	Ga0308414_10000609	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	8285	9235	Ga0308414_1000060	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_100063512	Ga0308414_100063512	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	14652	15602	Ga0308414_1000635	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_1000002115	Ga0308414_1000002115	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	123779	124885	Ga0308414_1000002	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_100003636	Ga0308414_100003636	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	43800	44951	Ga0308414_1000036	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_10008447	Ga0308414_10008447	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5900	6778	Ga0308414_1000844	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_100023924	Ga0308414_100023924	ParB family chromosome partitioning protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	25645	26679	Ga0308414_1000239	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_1000002107	Ga0308414_1000002107	ParB-like chromosome segregation protein Spo0J	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	115495	116607	Ga0308414_1000002	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_100012424	Ga0308414_100012424	ParB-like chromosome segregation protein Spo0J	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	13098	14318	Ga0308414_1000124	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam14386===Domain of unknown function (DUF4417)	
3300032356 assembled Ga0308414_100028626	Ga0308414_100028626	ParB-like chromosome segregation protein Spo0J	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	21057	21650	Ga0308414_1000286	COG1475===Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_10004785	Ga0308414_10004785	ParB-like nuclease family protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	5384	6157	Ga0308414_1000478		pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_10330064	Ga0308414_10330064	ParD-like antitoxin of type II ParDE toxin-antitoxin system	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	868	1095	Ga0308414_1033006		pfam11903===ParD-like antitoxin of type II bacterial toxin-antitoxin system	
3300032356 assembled Ga0308414_10002263	Ga0308414_10002263	PAS domain-containing protein/PAS domain-containing protein/anti-anti-sigma regulatory factor	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	6334	8448	Ga0308414_1000226	COG2202===PAS domain	pfam08448===PAS fold	
3300032356 assembled Ga0308414_100045712	Ga0308414_100045712	peptide chain release factor 2	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	10948	12012	Ga0308414_1000457	COG1186===Protein chain release factor B	pfam03462===PCRF domain	
3300032356 assembled Ga0308414_10095114	Ga0308414_10095114	peptide/nickel transport system permease protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4382	5524	Ga0308414_1009511	COG1173===ABC-type dipeptide/oligopeptide/nickel transport system, permease component	pfam12911===N-terminal TM domain of oligopeptide transport permease C	
3300032356 assembled Ga0308414_100031414	Ga0308414_100031414	peptidoglycan/xylan/chitin deacetylase (PgdA/CDA1 family)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	14332	15135	Ga0308414_1000314	COG0726===Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	pfam01522===Polysaccharide deacetylase	
3300032356 assembled Ga0308414_10018254	Ga0308414_10018254	peptidyl-prolyl cis-trans isomerase C	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1487	2383	Ga0308414_1001825	COG0760===Parvulin-like peptidyl-prolyl isomerase	pfam00639===PPIC-type PPIASE domain	
3300032356 assembled Ga0308414_10062013	Ga0308414_10062013	peptidyl-prolyl cis-trans isomerase C	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	3328	4341	Ga0308414_1006201	COG0760===Parvulin-like peptidyl-prolyl isomerase	pfam13624===SurA N-terminal domain	
3300032356 assembled Ga0308414_100030324	Ga0308414_100030324	phage portal protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	26602	28098	Ga0308414_1000303		pfam04860===Phage portal protein	
3300035976 assembled Ga0393395_27_3890_4648	null	phage shock protein A	3300035976	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.D17 (*) (MER-FS) (assembled)	6	3890	4648	Ga0393395_27	COG1842===Phage shock protein A	pfam04012===PspA/IM30 family	
3300032356 assembled Ga0308414_1000010105	Ga0308414_1000010105	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	131857	132156	Ga0308414_1000010	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10007447	Ga0308414_10007447	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5270	5539	Ga0308414_1000744	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10040285	Ga0308414_10040285	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1537	1779	Ga0308414_1004028	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10043383	Ga0308414_10043383	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1055	1327	Ga0308414_1004338	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10007074	Ga0308414_10007074	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	1226	1510	Ga0308414_1000707	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10015471	Ga0308414_10015471	PHD/YefM family antitoxin component YafN of YafNO toxin-antitoxin module	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	231	476	Ga0308414_1001547	COG2161===Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	pfam02604===Antitoxin Phd_YefM, type II toxin-antitoxin system	
3300035990 assembled Ga0393409_058_23_910	null	phenylalanyl-tRNA synthetase beta chain	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	23	910	Ga0393409_058	COG0072===Phenylalanyl-tRNA synthetase beta subunit	pfam03147===Ferredoxin-fold anticodon binding domain	
3300032356 assembled Ga0308414_100005117	Ga0308414_100005117	PhoH-like ATPase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	12739	14220	Ga0308414_1000051	COG1875===Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	pfam13638===PIN domain	
3300032356 assembled Ga0308414_10003747	Ga0308414_10003747	phosphate acetyltransferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	6425	7849	Ga0308414_1000374	COG2030===Acyl dehydratase	pfam01575===MaoC like domain	
3300032356 assembled Ga0308414_100014527	Ga0308414_100014527	phosphate transport system permease protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	27480	28352	Ga0308414_1000145	COG0573===ABC-type phosphate transport system, permease component	pfam00528===Binding-protein-dependent transport system inner membrane component	
3300032356 assembled Ga0308414_100086021	Ga0308414_100086021	phosphate transport system protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	12648	13331	Ga0308414_1000860	COG0704===Phosphate uptake regulator	pfam01895===PhoU domain	
3300032356 assembled Ga0308414_100000683	Ga0308414_100000683	phosphate transport system substrate-binding protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	102446	104455	Ga0308414_1000006	COG0226===ABC-type phosphate transport system, periplasmic component	pfam12849===PBP superfamily domain	
3300032356 assembled Ga0308414_100001678	Ga0308414_100001678	phospho-N-acetylmuramoyl-pentapeptide-transferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	95340	96431	Ga0308414_1000016	COG0472===UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	pfam00953===Glycosyl transferase family 4	
3300032356 assembled Ga0308414_10111513	Ga0308414_10111513	phosphoadenosine phosphosulfate reductase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2952	3665	Ga0308414_1011151	COG0175===3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	pfam01507===Phosphoadenosine phosphosulfate reductase family	
